Cell,sector_name,sector_id,focus_area,indicator_name,year,indicator_item,state_name,district_name,indicator_value,indicator_unit,source
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Madhubani,7.5,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Munger,55.3,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Muzaffarpur,167.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Nalanda,61,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Nawada,19.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Pashchim Champaran,64.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Patna,111.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Purbi Champaran,28.3,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Purnia,24.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Rohtas,57.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Saharsa,13.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Samastipur,192,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Saran,74.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Sheikhpura,19.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Sheohar,0.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Sitamarhi,22.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Siwan,50.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Supaul,3.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Jersey Exotic & Crossbred,Bihar,Vaishali,97.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Araria,36.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Arwal,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Aurangabad,15.3,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Banka,18.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Begusarai,4.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Bhagalpur,53.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Bhojpur,27.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Buxar,14.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Darbhanga,19.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Gaya,28.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Gopalganj,32.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Jamui,1.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Jehanabad,5.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Kaimur (Bhabua),17.5,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Katihar,24.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Khagaria,13.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Kishanganj,23.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Lakhisarai,0.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Madhepura,25.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Madhubani,47,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Munger,18.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Muzaffarpur,3.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Nalanda,8.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Nawada,1.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Pashchim Champaran,28.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Patna,9.3,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Purbi Champaran,20.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Purnia,22.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Rohtas,20.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Saharsa,12,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Samastipur,9.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Saran,24,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Sheikhpura,8.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Sheohar,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Sitamarhi,8.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Siwan,29.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Supaul,16.3,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Sahiwal,Bihar,Vaishali,1.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Araria,40.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Arwal,13,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Aurangabad,19.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Banka,18.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Begusarai,75.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Bhagalpur,103.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Bhojpur,164.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Buxar,38.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Darbhanga,62.5,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Gaya,74.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Gopalganj,37,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Jamui,14.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Jehanabad,48.3,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Kaimur (Bhabua),47.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Katihar,11.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Khagaria,34.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Kishanganj,4.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Lakhisarai,17.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Madhepura,141.5,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Madhubani,50.3,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Munger,28.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Muzaffarpur,141.5,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Nalanda,75.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Nawada,12.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Pashchim Champaran,97.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Patna,156.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Purbi Champaran,144.3,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Purnia,29.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Rohtas,123.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Saharsa,38.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Samastipur,163.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Saran,69.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Sheikhpura,29.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Sheohar,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Sitamarhi,85.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Siwan,49.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Supaul,57.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Murrah,Bihar,Vaishali,97.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Araria,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Arwal,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Aurangabad,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Banka,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
